StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,prolific_id,NoDI1_Comp,NoDI1_TryAgain,NoDI1_Take,NoDI1_Nothing,NoDI2_Comp,NoDI2_TryAgain,NoDI2_Take,NoDI2_Nothing,NoDI3_Comp,NoDI3_TryAgain,NoDI3_Take,NoDI3_Nothing,NoDI4_Comp,NoDI4_TryAgain,NoDI4_Take,NoDI4_Nothing,DI_Comp,DI_TryAgain,DI_Take,DI_Nothing,3PP_Comp,3PP_TryAgain,3PP_Take,3PP_Nothing,DaysWeek,DaysWeek_TryAgain,P2_Decision,Explain,SelfRate_1,SelfRate_2,SelfRate_3,SelfRate_4,SelfRate_5,SelfRate_6,SelfRate_7,SelfRate_8,SelfRate_9,SelfRate_10,SelfRate_11,Q120,Q120_3_TEXT,PROLIFIC_PID,counter,STUDY_ID,SESSION_ID
2022-11-28 08:44:02,2022-11-28 08:55:36,IP Address,86.189.228.108,100,694,True,2022-11-28 08:55:37,R_1drTY7KYynJAj4Y,,,,,51.713,-1.8659,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5b7bf6c98c721a00015d1feb,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I was unwilling to take any bonus,0,72,72,73,51,0,0,73,100,100,51,,,5b7bf6c98c721a00015d1feb,6,63846a4ec16d08f02cdabfe9,638474cdf9fc60ec59acc8c1
2022-11-28 08:44:00,2022-11-28 08:55:48,IP Address,2.98.146.5,100,708,True,2022-11-28 08:55:48,R_3kHv1FRpc2gFNI1,,,,,52.5279,-2.0705,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5a046d655d06850001aff42b,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"I was motivated by fairness and how the other person responded ",14,6,71,95,52,93,12,6,21,97,91,,,5a046d655d06850001aff42b,6,63846a4ec16d08f02cdabfea,638474c863b2d994c6ec1772
2022-11-28 08:34:38,2022-11-28 08:55:51,IP Address,150.143.50.251,100,1273,True,2022-11-28 08:55:51,R_1EcYc9Q9hiNFgD8,,,,,51.4964,-0.1224,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,59a58d06814c2600018ccadc,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"It depending mainly how much the other player had, and in a small part the actions taken by the other player.",65,51,52,54,53,63,45,0,56,18,29,,,59a58d06814c2600018ccadc,6,63846a4ec16d08f02cdac001,63847295506aa8df520a9e71
2022-11-28 08:45:49,2022-11-28 08:55:51,IP Address,86.139.166.145,100,602,True,2022-11-28 08:55:52,R_2QzE9hgiVZw4BD0,,,,,51.607,0.4036,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,613713a660ee306c2817c891,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"It's unfair to take something from someone else, whether or not someone does it to you or not",0,0,0,100,0,0,0,0,100,0,0,,,613713a660ee306c2817c891,6,63846a4ec16d08f02cdabfec,638475344fc82ba0d2218419
2022-11-28 08:46:36,2022-11-28 08:55:53,IP Address,86.150.92.109,100,556,True,2022-11-28 08:55:53,R_2QQgJxMgah4BRM5,,,,,54.879,-1.419,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5bc0b1bb63cb210001cf55ba,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,I didn't want to take any money off the other player as it would have been of little (or no) benefit to me.,9,43,6,47,8,9,8,3,99,36,8,,,5bc0b1bb63cb210001cf55ba,6,63846a4ec16d08f02cdabfed,6384756aa4d6e7dd713119ea
2022-11-28 08:35:47,2022-11-28 08:55:59,IP Address,86.163.83.32,100,1211,True,2022-11-28 08:55:59,R_2YrDhRT3JbwaYzJ,,,,,53.4344,-2.2664,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,599e04ffb4e8c80001d11427,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,tried be fair and not base my actions off someone else's decisions,10,0,1,31,3,0,0,0,37,2,0,,,599e04ffb4e8c80001d11427,6,63846a4ec16d08f02cdabff4,638472d34904a23a892934d4
2022-11-28 08:33:46,2022-11-28 08:55:59,IP Address,86.141.247.111,100,1332,True,2022-11-28 08:55:59,R_XAGnvrtwalCl8QN,,,,,50.3348,-4.7593,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,567ed8824f0ef30006dbb844,"I would have £0.40, Player 2 would have £0.00",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,For best outcome,1,59,3,52,0,0,45,0,48,33,1,,,567ed8824f0ef30006dbb844,6,63846a4ec16d08f02cdabfec,638472603bab90d33e01a894
2022-11-28 08:45:40,2022-11-28 08:55:59,IP Address,157.231.33.32,100,618,True,2022-11-28 08:56:00,R_3nC59mLmZzRe6dZ,,,,,51.4964,-0.1224,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5e5b7d7b1977823677ebc5ae,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,I saw no reason to take bonuses away most of the time.,0,48,50,100,0,0,0,0,100,0,0,,,5e5b7d7b1977823677ebc5ae,6,63846a4ec16d08f02cdabfec,638475307f30a99ad6c420c2
2022-11-28 08:42:19,2022-11-28 08:56:07,IP Address,90.200.42.155,100,827,True,2022-11-28 08:56:07,R_2WZkAyF84zdjduJ,,,,,53.6515,-1.8196,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5950fb26ad2ce90001b87bc4,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.70, Player 2 would have £0.20","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.40","I would have £0.40, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,"To be fair to myself but also the other player. ",10,30,34,59,23,3,11,8,41,49,7,,,5950fb26ad2ce90001b87bc4,6,63846a4ec16d08f02cdabff1,638474699580b2c6bd9de105
2022-11-28 08:33:32,2022-11-28 08:56:15,IP Address,86.150.145.85,100,1363,True,2022-11-28 08:56:15,R_3nOSFITlPdPRgtw,,,,,52.3364,-2.2812,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5a74c608527fd00001462f87,"I would have £0.70, Player 2 would have £0.00","I would have £0.80, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.80, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.50, Player 2 would have £0.20","I would have £0.70, Player 2 would have £0.20",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.70, Player 2 would have £0.40","I would have £0.50, Player 2 would have £0.40",No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.70, Player 2 would have £0.60","I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.00",Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,No - I do not want to take £0.20 of Player 1's bonus,I did not want to totally deprive the other players of their bonuses.  I wanted to try and play fairly so that we could all benefit.,35,55,56,68,68,49,13,4,49,6,57,,,5a74c608527fd00001462f87,6,63846a4ec16d08f02cdabfe8,6384723af4650d7aa70a9e40
2022-11-28 08:45:49,2022-11-28 08:56:18,IP Address,81.157.5.230,100,629,True,2022-11-28 08:56:18,R_ZdG1tJfGrYVHz21,,,,,52.1359,-2.2117,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63492e4af391f35c12314fa5,"I would have £0.40, Player 2 would have £0.00",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.20",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.40, Player 2 would have £0.40",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.10,"I would have £0.40, Player 2 would have £0.40",,Yes - I want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,"I would have £0.90, Player 1 would have £0.50, Player 2 would have £0.60",,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,No - I do not want to pay £0.10 to reduce Player 2's bonus by £0.30,7,,Yes - I want to take £0.20 of Player 1's bonus,"My main motivation was looking at what was fair first, and then maximising personal gain. So in all but the first scenario, where I started with the higher bonus, I do not mind player 2 taking part.  In scenario 1 where we start at even, I would expect the other player to do nothing, and therefore if they decide to take part of my bonus I punish by taking theirs",17,53,74,67,71,83,0,0,34,23,25,,,63492e4af391f35c12314fa5,6,63846a4ec16d08f02cdabfee,6384752299e1ada62d9de11f
